,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
526277,2,4,2014-04-17,6647,737,1,1,0,0
527392,2,5,2014-04-18,0,0,0,1,b,0
528507,2,6,2014-04-19,4146,465,1,0,0,0
529622,2,7,2014-04-20,0,0,0,0,0,0
530737,2,1,2014-04-21,0,0,0,0,b,1
531852,2,2,2014-04-22,4419,573,1,0,0,1
532967,2,3,2014-04-23,4757,655,1,0,0,1
534082,2,4,2014-04-24,3675,515,1,0,0,1
535197,2,5,2014-04-25,3795,489,1,0,0,1
536312,2,6,2014-04-26,2701,335,1,0,0,0
537427,2,7,2014-04-27,0,0,0,0,0,0
538542,2,1,2014-04-28,6520,667,1,1,0,1
539657,2,2,2014-04-29,6667,707,1,1,0,1
540772,2,3,2014-04-30,7646,943,1,1,0,1
541887,2,4,2014-05-01,0,0,0,1,a,1
543002,2,5,2014-05-02,7176,743,1,1,0,1
544117,2,6,2014-05-03,2968,369,1,0,0,0
545232,2,7,2014-05-04,0,0,0,0,0,0
546347,2,1,2014-05-05,7242,751,1,1,0,0
547462,2,2,2014-05-06,5992,628,1,1,0,0
548577,2,3,2014-05-07,6733,780,1,1,0,0
549692,2,4,2014-05-08,5151,626,1,1,0,0
550807,2,5,2014-05-09,5979,743,1,1,0,0
551922,2,6,2014-05-10,2430,316,1,0,0,0
553037,2,7,2014-05-11,0,0,0,0,0,0
554152,2,1,2014-05-12,3860,546,1,0,0,0
555267,2,2,2014-05-13,3974,530,1,0,0,0
556382,2,3,2014-05-14,4700,664,1,0,0,0
557497,2,4,2014-05-15,4108,518,1,0,0,0
558612,2,5,2014-05-16,3779,528,1,0,0,0
559727,2,6,2014-05-17,2532,352,1,0,0,0
560842,2,7,2014-05-18,0,0,0,0,0,0
561957,2,1,2014-05-19,6996,734,1,1,0,0
563072,2,2,2014-05-20,5155,629,1,1,0,0
564187,2,3,2014-05-21,5584,753,1,1,0,0
565302,2,4,2014-05-22,4887,582,1,1,0,0
566417,2,5,2014-05-23,4802,555,1,1,0,0
567532,2,6,2014-05-24,2516,334,1,0,0,0
568647,2,7,2014-05-25,0,0,0,0,0,0
569762,2,1,2014-05-26,4173,547,1,0,0,0
570877,2,2,2014-05-27,4042,513,1,0,0,0
571992,2,3,2014-05-28,5203,652,1,0,0,0
573107,2,4,2014-05-29,0,0,0,0,a,0
574222,2,5,2014-05-30,5694,743,1,0,0,1
575337,2,6,2014-05-31,2953,485,1,0,0,0
576452,2,7,2014-06-01,0,0,0,0,0,0
577567,2,1,2014-06-02,7320,775,1,1,0,0
578682,2,2,2014-06-03,5619,641,1,1,0,0
579797,2,3,2014-06-04,7006,877,1,1,0,0
580912,2,4,2014-06-05,5957,657,1,1,0,0
582027,2,5,2014-06-06,5064,602,1,1,0,0
583142,2,6,2014-06-07,2893,384,1,0,0,0
584257,2,7,2014-06-08,0,0,0,0,0,0
585372,2,1,2014-06-09,0,0,0,0,a,0
586487,2,2,2014-06-10,4403,526,1,0,0,0
587602,2,3,2014-06-11,4976,670,1,0,0,0
588717,2,4,2014-06-12,5187,632,1,0,0,0
589832,2,5,2014-06-13,4568,544,1,0,0,0
590947,2,6,2014-06-14,2897,337,1,0,0,0
592062,2,7,2014-06-15,0,0,0,0,0,0
593177,2,1,2014-06-16,7394,748,1,1,0,0
594292,2,2,2014-06-17,5830,625,1,1,0,0
595407,2,3,2014-06-18,6300,775,1,1,0,0
596522,2,4,2014-06-19,5451,617,1,1,0,0
597637,2,5,2014-06-20,4572,538,1,1,0,0
598752,2,6,2014-06-21,2514,324,1,0,0,0
599867,2,7,2014-06-22,0,0,0,0,0,0
600982,2,1,2014-06-23,4066,559,1,0,0,0
602097,2,2,2014-06-24,3787,496,1,0,0,0
603212,2,3,2014-06-25,4767,613,1,0,0,0
604327,2,4,2014-06-26,4215,542,1,0,0,0
605442,2,5,2014-06-27,4646,552,1,0,0,0
606557,2,6,2014-06-28,2644,340,1,0,0,0
607672,2,7,2014-06-29,0,0,0,0,0,0
608787,2,1,2014-06-30,10682,1021,1,1,0,0
609722,2,2,2014-07-01,5454,646,1,1,0,0
610657,2,3,2014-07-02,6623,821,1,1,0,0
611592,2,4,2014-07-03,5824,888,1,1,0,0
612527,2,5,2014-07-04,5200,1133,1,1,0,0
613462,2,6,2014-07-05,4043,1013,1,0,0,0
614397,2,7,2014-07-06,0,0,0,0,0,0
615332,2,1,2014-07-07,3981,522,1,0,0,0
616267,2,2,2014-07-08,4009,538,1,0,0,0
617202,2,3,2014-07-09,4602,568,1,0,0,0
618137,2,4,2014-07-10,4557,507,1,0,0,0
619072,2,5,2014-07-11,3402,494,1,0,0,0
620007,2,6,2014-07-12,2806,340,1,0,0,0
620942,2,7,2014-07-13,0,0,0,0,0,0
621877,2,1,2014-07-14,7014,714,1,1,0,0
622812,2,2,2014-07-15,6361,692,1,1,0,0
623747,2,3,2014-07-16,7113,869,1,1,0,0
624682,2,4,2014-07-17,5315,600,1,1,0,0
625617,2,5,2014-07-18,4971,550,1,1,0,0
626552,2,6,2014-07-19,3009,339,1,0,0,0
627487,2,7,2014-07-20,0,0,0,0,0,0
628422,2,1,2014-07-21,3802,494,1,0,0,1
629357,2,2,2014-07-22,4509,566,1,0,0,1
630292,2,3,2014-07-23,5152,705,1,0,0,1
631227,2,4,2014-07-24,3886,510,1,0,0,1
632162,2,5,2014-07-25,3956,500,1,0,0,1
633097,2,6,2014-07-26,2243,316,1,0,0,0
634032,2,7,2014-07-27,0,0,0,0,0,0
634967,2,1,2014-07-28,6494,641,1,1,0,1
635902,2,2,2014-07-29,5274,561,1,1,0,1
636837,2,3,2014-07-30,6308,768,1,1,0,1
637772,2,4,2014-07-31,6301,703,1,1,0,1
638707,2,5,2014-08-01,5434,620,1,1,0,1
639642,2,6,2014-08-02,3354,451,1,0,0,0
640577,2,7,2014-08-03,0,0,0,0,0,0
641512,2,1,2014-08-04,6315,668,1,1,0,1
642447,2,2,2014-08-05,5811,621,1,1,0,1
643382,2,3,2014-08-06,6331,767,1,1,0,1
644317,2,4,2014-08-07,4809,563,1,1,0,1
645252,2,5,2014-08-08,4597,498,1,1,0,1
646187,2,6,2014-08-09,2592,344,1,0,0,0
647122,2,7,2014-08-10,0,0,0,0,0,0
648057,2,1,2014-08-11,4158,554,1,0,0,1
648992,2,2,2014-08-12,4319,535,1,0,0,1
649927,2,3,2014-08-13,5010,670,1,0,0,1
650862,2,4,2014-08-14,4606,564,1,0,0,1
651797,2,5,2014-08-15,4218,498,1,0,0,1
652732,2,6,2014-08-16,2847,336,1,0,0,0
653667,2,7,2014-08-17,0,0,0,0,0,0
654602,2,1,2014-08-18,6355,688,1,1,0,1
655537,2,2,2014-08-19,6000,647,1,1,0,1
656472,2,3,2014-08-20,7056,850,1,1,0,1
657407,2,4,2014-08-21,5626,615,1,1,0,1
658342,2,5,2014-08-22,5064,586,1,1,0,1
659277,2,6,2014-08-23,2738,341,1,0,0,0
660212,2,7,2014-08-24,0,0,0,0,0,0
661147,2,1,2014-08-25,3927,538,1,0,0,1
662082,2,2,2014-08-26,3647,462,1,0,0,1
663017,2,3,2014-08-27,5127,699,1,0,0,1
663952,2,4,2014-08-28,3717,524,1,0,0,1
664887,2,5,2014-08-29,4318,537,1,0,0,1
665822,2,6,2014-08-30,2976,376,1,0,0,0
666757,2,7,2014-08-31,0,0,0,0,0,0
667692,2,1,2014-09-01,8173,805,1,1,0,0
668627,2,2,2014-09-02,6422,645,1,1,0,0
669562,2,3,2014-09-03,6615,754,1,1,0,0
670497,2,4,2014-09-04,5401,635,1,1,0,0
671432,2,5,2014-09-05,4823,578,1,1,0,0
672367,2,6,2014-09-06,2551,329,1,0,0,0
673302,2,7,2014-09-07,0,0,0,0,0,0
674237,2,1,2014-09-08,4189,564,1,0,0,0
675172,2,2,2014-09-09,4963,589,1,0,0,0
676107,2,3,2014-09-10,4865,646,1,0,0,0
677042,2,4,2014-09-11,4123,477,1,0,0,0
677977,2,5,2014-09-12,3323,435,1,0,0,0
678912,2,6,2014-09-13,2593,318,1,0,0,0
679847,2,7,2014-09-14,0,0,0,0,0,0
680782,2,1,2014-09-15,6997,735,1,1,0,0
681717,2,2,2014-09-16,6207,663,1,1,0,0
682652,2,3,2014-09-17,6469,762,1,1,0,0
683587,2,4,2014-09-18,4994,556,1,1,0,0
684522,2,5,2014-09-19,4491,547,1,1,0,0
685457,2,6,2014-09-20,2473,306,1,0,0,0
686392,2,7,2014-09-21,0,0,0,0,0,0
687327,2,1,2014-09-22,4004,501,1,0,0,0
688262,2,2,2014-09-23,3874,510,1,0,0,0
689197,2,3,2014-09-24,5084,694,1,0,0,0
690132,2,4,2014-09-25,3911,504,1,0,0,0
691067,2,5,2014-09-26,3583,443,1,0,0,0
692002,2,6,2014-09-27,2725,354,1,0,0,0
692937,2,7,2014-09-28,0,0,0,0,0,0
693872,2,1,2014-09-29,7514,750,1,1,0,0
694807,2,2,2014-09-30,8461,839,1,1,0,0
695742,2,3,2014-10-01,5565,695,1,1,0,0
696677,2,4,2014-10-02,4845,630,1,1,0,0
697612,2,5,2014-10-03,2689,389,1,1,a,0
698547,2,6,2014-10-04,2979,377,1,0,0,0
699482,2,7,2014-10-05,0,0,0,0,0,0
700417,2,1,2014-10-06,7562,748,1,1,0,1
701352,2,2,2014-10-07,5808,646,1,1,0,1
702287,2,3,2014-10-08,6252,736,1,1,0,1
703222,2,4,2014-10-09,5283,614,1,1,0,1
704157,2,5,2014-10-10,4907,529,1,1,0,1
705092,2,6,2014-10-11,2497,322,1,0,0,0
706027,2,7,2014-10-12,0,0,0,0,0,0
706962,2,1,2014-10-13,4377,569,1,0,0,1
707897,2,2,2014-10-14,3982,516,1,0,0,1
708832,2,3,2014-10-15,4732,670,1,0,0,1
709767,2,4,2014-10-16,4288,522,1,0,0,1
710702,2,5,2014-10-17,3852,501,1,0,0,1
711637,2,6,2014-10-18,2613,330,1,0,0,0
712572,2,7,2014-10-19,0,0,0,0,0,0
713507,2,1,2014-10-20,6631,684,1,1,0,0
714442,2,2,2014-10-21,5382,593,1,1,0,0
715377,2,3,2014-10-22,5261,600,1,1,0,0
716312,2,4,2014-10-23,5729,628,1,1,0,0
717247,2,5,2014-10-24,5096,578,1,1,0,0
718182,2,6,2014-10-25,2542,331,1,0,0,0
719117,2,7,2014-10-26,0,0,0,0,0,0
720052,2,1,2014-10-27,4296,573,1,0,0,0
720987,2,2,2014-10-28,3849,523,1,0,0,0
721922,2,3,2014-10-29,4986,668,1,0,0,0
722857,2,4,2014-10-30,5394,653,1,0,0,0
723792,2,5,2014-10-31,0,0,0,0,a,0
724727,2,6,2014-11-01,3305,448,1,0,0,0
725662,2,7,2014-11-02,0,0,0,0,0,0
726597,2,1,2014-11-03,7549,783,1,1,0,0
727532,2,2,2014-11-04,7015,724,1,1,0,0
728467,2,3,2014-11-05,7142,797,1,1,0,0
729402,2,4,2014-11-06,6307,630,1,1,0,0
730337,2,5,2014-11-07,5445,590,1,1,0,0
731272,2,6,2014-11-08,3311,368,1,0,0,0
732207,2,7,2014-11-09,0,0,0,0,0,0
733142,2,1,2014-11-10,6423,690,1,1,0,0
734077,2,2,2014-11-11,5651,601,1,1,0,0
735012,2,3,2014-11-12,6818,776,1,1,0,0
735947,2,4,2014-11-13,5009,624,1,1,0,0
736882,2,5,2014-11-14,4655,560,1,1,0,0
737817,2,6,2014-11-15,2979,373,1,0,0,0
738752,2,7,2014-11-16,0,0,0,0,0,0
739687,2,1,2014-11-17,4157,552,1,0,0,0
740622,2,2,2014-11-18,3468,411,1,0,0,0
741557,2,3,2014-11-19,5091,674,1,0,0,0
742492,2,4,2014-11-20,4527,535,1,0,0,0
743427,2,5,2014-11-21,3978,472,1,0,0,0
744362,2,6,2014-11-22,3085,367,1,0,0,0
745297,2,7,2014-11-23,0,0,0,0,0,0
746232,2,1,2014-11-24,7038,696,1,1,0,0
747167,2,2,2014-11-25,6511,632,1,1,0,0
748102,2,3,2014-11-26,7588,828,1,1,0,0
749037,2,4,2014-11-27,6119,644,1,1,0,0
749972,2,5,2014-11-28,6062,608,1,1,0,0
750907,2,6,2014-11-29,3424,372,1,0,0,0
751842,2,7,2014-11-30,0,0,0,0,0,0
752777,2,1,2014-12-01,8674,783,1,1,0,0
753712,2,2,2014-12-02,7664,751,1,1,0,0
754647,2,3,2014-12-03,7533,769,1,1,0,0
755582,2,4,2014-12-04,6661,670,1,1,0,0
756517,2,5,2014-12-05,6385,676,1,1,0,0
757452,2,6,2014-12-06,2914,386,1,0,0,0
758387,2,7,2014-12-07,0,0,0,0,0,0
759322,2,1,2014-12-08,4821,616,1,0,0,0
760257,2,2,2014-12-09,5264,596,1,0,0,0
761192,2,3,2014-12-10,5830,717,1,0,0,0
762127,2,4,2014-12-11,4629,539,1,0,0,0
763062,2,5,2014-12-12,4407,497,1,0,0,0
763997,2,6,2014-12-13,3375,350,1,0,0,0
764932,2,7,2014-12-14,0,0,0,0,0,0
765867,2,1,2014-12-15,10419,909,1,1,0,0
766802,2,2,2014-12-16,9499,866,1,1,0,0
767737,2,3,2014-12-17,9365,909,1,1,0,0
768672,2,4,2014-12-18,8117,777,1,1,0,0
769607,2,5,2014-12-19,7574,718,1,1,0,0
770542,2,6,2014-12-20,4553,495,1,0,0,0
771477,2,7,2014-12-21,0,0,0,0,0,0
772412,2,1,2014-12-22,9027,924,1,0,0,1
773347,2,2,2014-12-23,7557,816,1,0,0,1
774282,2,3,2014-12-24,2437,274,1,0,0,1
775217,2,4,2014-12-25,0,0,0,0,c,1
776152,2,5,2014-12-26,0,0,0,0,c,1
777087,2,6,2014-12-27,3934,457,1,0,0,0
778022,2,7,2014-12-28,0,0,0,0,0,0
778957,2,1,2014-12-29,5999,662,1,0,0,1
779892,2,2,2014-12-30,5513,632,1,0,0,1
780827,2,3,2014-12-31,2269,252,1,0,0,1
781942,2,4,2015-01-01,0,0,0,0,0,1
783057,2,5,2015-01-02,4137,543,1,0,0,1
784172,2,6,2015-01-03,3132,350,1,0,0,0
785287,2,7,2015-01-04,0,0,0,0,0,0
786402,2,1,2015-01-05,7308,755,1,1,0,0
787517,2,2,2015-01-06,6696,727,1,1,0,0
788632,2,3,2015-01-07,5945,670,1,1,0,0
789747,2,4,2015-01-08,5246,567,1,1,0,0
790862,2,5,2015-01-09,4762,524,1,1,0,0
791977,2,6,2015-01-10,3024,346,1,0,0,0
793092,2,7,2015-01-11,0,0,0,0,0,0
794207,2,1,2015-01-12,7237,689,1,1,0,0
795322,2,2,2015-01-13,6444,695,1,1,0,0
796437,2,3,2015-01-14,6366,700,1,1,0,0
797552,2,4,2015-01-15,5810,632,1,1,0,0
798667,2,5,2015-01-16,5456,573,1,1,0,0
799782,2,6,2015-01-17,2883,340,1,0,0,0
800897,2,7,2015-01-18,0,0,0,0,0,0
802012,2,1,2015-01-19,4082,528,1,0,0,0
803127,2,2,2015-01-20,3955,491,1,0,0,0
804242,2,3,2015-01-21,4524,606,1,0,0,0
805357,2,4,2015-01-22,3728,484,1,0,0,0
806472,2,5,2015-01-23,3206,418,1,0,0,0
807587,2,6,2015-01-24,2575,326,1,0,0,0
808702,2,7,2015-01-25,0,0,0,0,0,0
809817,2,1,2015-01-26,5931,638,1,1,0,0
810932,2,2,2015-01-27,5258,575,1,1,0,0
812047,2,3,2015-01-28,6032,720,1,1,0,0
813162,2,4,2015-01-29,4775,539,1,1,0,0
814277,2,5,2015-01-30,5919,624,1,1,0,0
815392,2,6,2015-01-31,3067,323,1,0,0,0
816507,2,7,2015-02-01,0,0,0,0,0,0
817622,2,1,2015-02-02,8155,808,1,1,0,1
818737,2,2,2015-02-03,6837,684,1,1,0,1
819852,2,3,2015-02-04,6405,721,1,1,0,1
820967,2,4,2015-02-05,5275,603,1,1,0,1
822082,2,5,2015-02-06,5260,550,1,1,0,1
823197,2,6,2015-02-07,2335,306,1,0,0,0
824312,2,7,2015-02-08,0,0,0,0,0,0
825427,2,1,2015-02-09,3678,491,1,0,0,0
826542,2,2,2015-02-10,4653,567,1,0,0,0
827657,2,3,2015-02-11,4773,641,1,0,0,0
828772,2,4,2015-02-12,3765,485,1,0,0,0
829887,2,5,2015-02-13,3647,499,1,0,0,0
831002,2,6,2015-02-14,2809,351,1,0,0,0
832117,2,7,2015-02-15,0,0,0,0,0,0
833232,2,1,2015-02-16,7478,703,1,1,0,0
834347,2,2,2015-02-17,6113,623,1,1,0,0
835462,2,3,2015-02-18,6178,758,1,1,0,0
836577,2,4,2015-02-19,5842,627,1,1,0,0
837692,2,5,2015-02-20,4727,544,1,1,0,0
838807,2,6,2015-02-21,3005,355,1,0,0,0
839922,2,7,2015-02-22,0,0,0,0,0,0
841037,2,1,2015-02-23,3633,481,1,0,0,0
842152,2,2,2015-02-24,3755,498,1,0,0,0
843267,2,3,2015-02-25,4666,653,1,0,0,0
844382,2,4,2015-02-26,4035,509,1,0,0,0
845497,2,5,2015-02-27,4022,517,1,0,0,0
846612,2,6,2015-02-28,3032,378,1,0,0,0
847727,2,7,2015-03-01,0,0,0,0,0,0
848842,2,1,2015-03-02,7161,739,1,1,0,0
849957,2,2,2015-03-03,6610,697,1,1,0,0
851072,2,3,2015-03-04,6478,764,1,1,0,0
852187,2,4,2015-03-05,5532,634,1,1,0,0
853302,2,5,2015-03-06,4823,550,1,1,0,0
854417,2,6,2015-03-07,3211,367,1,0,0,0
855532,2,7,2015-03-08,0,0,0,0,0,0
856647,2,1,2015-03-09,3967,532,1,0,0,0
857762,2,2,2015-03-10,4095,512,1,0,0,0
858877,2,3,2015-03-11,4949,668,1,0,0,0
859992,2,4,2015-03-12,4065,514,1,0,0,0
861107,2,5,2015-03-13,3430,442,1,0,0,0
862222,2,6,2015-03-14,2803,343,1,0,0,0
863337,2,7,2015-03-15,0,0,0,0,0,0
864452,2,1,2015-03-16,7209,734,1,1,0,0
865567,2,2,2015-03-17,6457,666,1,1,0,0
866682,2,3,2015-03-18,7034,786,1,1,0,0
867797,2,4,2015-03-19,5737,622,1,1,0,0
868912,2,5,2015-03-20,4759,532,1,1,0,0
870027,2,6,2015-03-21,2922,367,1,0,0,0
871142,2,7,2015-03-22,0,0,0,0,0,0
872257,2,1,2015-03-23,4183,516,1,0,0,0
873372,2,2,2015-03-24,4436,523,1,0,0,0
874487,2,3,2015-03-25,5150,684,1,0,0,0
875602,2,4,2015-03-26,3912,486,1,0,0,0
876717,2,5,2015-03-27,3800,458,1,0,0,0
877832,2,6,2015-03-28,3011,355,1,0,0,0
878947,2,7,2015-03-29,0,0,0,0,0,0
880062,2,1,2015-03-30,8733,777,1,1,0,1
881177,2,2,2015-03-31,10107,850,1,1,0,1
882292,2,3,2015-04-01,6473,756,1,1,0,1
883407,2,4,2015-04-02,6168,619,1,1,0,1
884522,2,5,2015-04-03,0,0,0,1,b,1
885637,2,6,2015-04-04,4446,506,1,0,0,0
886752,2,7,2015-04-05,0,0,0,0,0,0
887867,2,1,2015-04-06,0,0,0,0,b,1
888982,2,2,2015-04-07,4588,582,1,0,0,1
890097,2,3,2015-04-08,5304,677,1,0,0,1
891212,2,4,2015-04-09,3793,501,1,0,0,1
892327,2,5,2015-04-10,3824,488,1,0,0,1
893442,2,6,2015-04-11,2662,319,1,0,0,0
894557,2,7,2015-04-12,0,0,0,0,0,0
895672,2,1,2015-04-13,6947,698,1,1,0,0
896787,2,2,2015-04-14,6569,703,1,1,0,0
897902,2,3,2015-04-15,7132,850,1,1,0,0
899017,2,4,2015-04-16,5371,590,1,1,0,0
900132,2,5,2015-04-17,4948,549,1,1,0,0
901247,2,6,2015-04-18,3066,340,1,0,0,0
902362,2,7,2015-04-19,0,0,0,0,0,0
903477,2,1,2015-04-20,4184,511,1,0,0,0
904592,2,2,2015-04-21,3291,469,1,0,0,0
905707,2,3,2015-04-22,5032,641,1,0,0,0
906822,2,4,2015-04-23,3588,482,1,0,0,0
907937,2,5,2015-04-24,3678,482,1,0,0,0
909052,2,6,2015-04-25,2916,453,1,0,0,0
910167,2,7,2015-04-26,0,0,0,0,0,0
911282,2,1,2015-04-27,6523,647,1,1,0,0
912397,2,2,2015-04-28,6861,678,1,1,0,0
913512,2,3,2015-04-29,6764,756,1,1,0,0
914627,2,4,2015-04-30,6884,716,1,1,0,0
915742,2,5,2015-05-01,0,0,0,1,a,0
916857,2,6,2015-05-02,3590,423,1,0,0,0
917972,2,7,2015-05-03,0,0,0,0,0,0
919087,2,1,2015-05-04,6901,681,1,1,0,0
920202,2,2,2015-05-05,6295,653,1,1,0,0
921317,2,3,2015-05-06,6558,780,1,1,0,0
922432,2,4,2015-05-07,5382,597,1,1,0,0
923547,2,5,2015-05-08,5734,753,1,1,0,0
924662,2,6,2015-05-09,2722,348,1,0,0,0
925777,2,7,2015-05-10,0,0,0,0,0,0
926892,2,1,2015-05-11,4521,544,1,0,0,0
928007,2,2,2015-05-12,4319,541,1,0,0,0
929122,2,3,2015-05-13,5662,734,1,0,0,0
930237,2,4,2015-05-14,0,0,0,0,a,0
931352,2,5,2015-05-15,5293,592,1,0,0,1
932467,2,6,2015-05-16,2831,337,1,0,0,0
933582,2,7,2015-05-17,0,0,0,0,0,0
934697,2,1,2015-05-18,8078,747,1,1,0,0
935812,2,2,2015-05-19,6388,631,1,1,0,0
936927,2,3,2015-05-20,6696,794,1,1,0,0
938042,2,4,2015-05-21,5431,609,1,1,0,0
939157,2,5,2015-05-22,4564,504,1,1,0,0
940272,2,6,2015-05-23,2732,331,1,0,0,0
941387,2,7,2015-05-24,0,0,0,0,0,0
942502,2,1,2015-05-25,0,0,0,0,a,0
943617,2,2,2015-05-26,4708,564,1,0,0,0
944732,2,3,2015-05-27,5093,672,1,0,0,0
945847,2,4,2015-05-28,4049,518,1,0,0,0
946962,2,5,2015-05-29,4541,576,1,0,0,0
948077,2,6,2015-05-30,3447,513,1,0,0,0
949192,2,7,2015-05-31,0,0,0,0,0,0
950307,2,1,2015-06-01,6629,673,1,1,0,0
951422,2,2,2015-06-02,7099,697,1,1,0,0
952537,2,3,2015-06-03,6682,768,1,1,0,0
953652,2,4,2015-06-04,5810,646,1,1,0,0
954767,2,5,2015-06-05,4938,532,1,1,0,0
955882,2,6,2015-06-06,2641,319,1,0,0,0
956997,2,7,2015-06-07,0,0,0,0,0,0
958112,2,1,2015-06-08,3918,501,1,0,0,0
959227,2,2,2015-06-09,4097,560,1,0,0,0
960342,2,3,2015-06-10,5035,680,1,0,0,0
961457,2,4,2015-06-11,4240,515,1,0,0,0
962572,2,5,2015-06-12,3539,480,1,0,0,0
963687,2,6,2015-06-13,2574,319,1,0,0,0
964802,2,7,2015-06-14,0,0,0,0,0,0
965917,2,1,2015-06-15,8106,762,1,1,0,0
967032,2,2,2015-06-16,6243,648,1,1,0,0
968147,2,3,2015-06-17,6924,805,1,1,0,0
969262,2,4,2015-06-18,5154,594,1,1,0,0
970377,2,5,2015-06-19,4926,544,1,1,0,0
971492,2,6,2015-06-20,3020,323,1,0,0,0
972607,2,7,2015-06-21,0,0,0,0,0,0
973722,2,1,2015-06-22,4123,491,1,0,0,0
974837,2,2,2015-06-23,4094,512,1,0,0,0
975952,2,3,2015-06-24,4805,654,1,0,0,0
977067,2,4,2015-06-25,4022,508,1,0,0,0
978182,2,5,2015-06-26,3953,476,1,0,0,0
979297,2,6,2015-06-27,2404,303,1,0,0,0
980412,2,7,2015-06-28,0,0,0,0,0,0
981527,2,1,2015-06-29,7961,734,1,1,0,0
982642,2,2,2015-06-30,9863,877,1,1,0,0
983757,2,3,2015-07-01,6431,786,1,1,0,0
984872,2,4,2015-07-02,6189,921,1,1,0,0
985987,2,5,2015-07-03,4838,1029,1,1,0,0
987102,2,6,2015-07-04,4475,1147,1,0,0,0
988217,2,7,2015-07-05,0,0,0,0,0,0
989332,2,1,2015-07-06,4132,523,1,0,0,0
990447,2,2,2015-07-07,4313,531,1,0,0,0
991562,2,3,2015-07-08,5676,693,1,0,0,0
992677,2,4,2015-07-09,4082,495,1,0,0,0
993792,2,5,2015-07-10,4384,539,1,0,0,0
994907,2,6,2015-07-11,2677,311,1,0,0,0
996022,2,7,2015-07-12,0,0,0,0,0,0
997137,2,1,2015-07-13,6874,687,1,1,0,1
998252,2,2,2015-07-14,6122,645,1,1,0,1
999367,2,3,2015-07-15,6406,780,1,1,0,1
1000482,2,4,2015-07-16,5062,544,1,1,0,1
1001597,2,5,2015-07-17,4518,495,1,1,0,1
1002712,2,6,2015-07-18,3417,359,1,0,0,0
1003827,2,7,2015-07-19,0,0,0,0,0,0
1004942,2,1,2015-07-20,4435,564,1,0,0,1
1006057,2,2,2015-07-21,3836,532,1,0,0,1
1007172,2,3,2015-07-22,5093,650,1,0,0,1
1008287,2,4,2015-07-23,4108,521,1,0,0,1
1009402,2,5,2015-07-24,3854,468,1,0,0,1
1010517,2,6,2015-07-25,2512,316,1,0,0,0
1011632,2,7,2015-07-26,0,0,0,0,0,0
1012747,2,1,2015-07-27,6627,638,1,1,0,1
1013862,2,2,2015-07-28,5671,646,1,1,0,1
1014977,2,3,2015-07-29,6402,727,1,1,0,1
1016092,2,4,2015-07-30,5567,601,1,1,0,1
1017207,2,5,2015-07-31,6064,625,1,1,0,1
