[4285],[-2340.8726],6625.87255859375
[2518],[9407.735],6757.803955078125
[3345],[6954.7104],5708.439453125
[3126],[3839.736],4459.763610839844
[3186],[1700.2192],3864.967041015625
[2429],[745.67334],3501.360310872396
[3218],[620.5807],3372.2258823939733
[2642],[969.80914],3159.721504211426
[5081],[1622.638],3192.9037882486978
[4824],[2458.4749],3110.1659240722656
[4416],[3741.001],2888.7871149236507
[3890],[5080.821],2747.2899220784507
[4343],[6028.2446],2665.5941302959736
[2440],[6392.49],2757.5152805873327
[3833],[5986.56],2717.251599121094
[2521],[5135.003],2710.798557281494
[3693],[4296.7764],2586.8560755112594
[3216],[3439.7036],2455.569827609592
[3681],[2852.2148],2369.949581748561
[2822],[2392.2222],2272.9409942626953
[5015],[2143.6868],2301.4349103655136
[5789],[1890.8558],2374.0126037597656
[4755],[2051.7903],2388.3255217179008
[4556],[2531.4294],2373.169064839681
[4660],[3024.8367],2343.648835449219
[2794],[3532.3054],2281.9048579289365
[3676],[3996.5642],2209.26261167173
[2026],[4241.061],2209.4696982247488
[2819],[4390.5854],2187.473689638335
[3191],[4328.348],2152.4695048014323
[3373],[4251.292],2111.3670043945312
[2634],[4164.431],2093.2127590179443
[5302],[4017.2046],2068.7152635978928
[4533],[3916.4927],2026.0032653808594
[4464],[3971.5532],1982.1873657226563
[3942],[4005.6497],1928.8946516248916
[4535],[4013.781],1890.8493635847763
[2686],[4030.3564],1876.4679709986638
[3721],[3970.2627],1834.7447588015825
[2649],[3854.8018],1819.0211837768554
[3512],[3723.0671],1779.8027924328317
[3800],[3575.747],1742.7658909388952
[4135],[3492.9722],1717.167331429415
[2568],[3462.0562],1698.460259177468
[6152],[3382.8801],1722.2526950412325
[5186],[3422.619],1723.1467908776324
[4897],[3660.3022],1712.7968113676031
[4541],[3896.0815],1690.5493456522624
[4368],[4120.3843],1661.1017206931601
[2787],[4325.14],1658.6424890136718
[3883],[4357.7944],1635.4297820446538
[3461],[4386.565],1621.7785351092998
[3231],[4377.8296],1612.817234255233
[2894],[4295.529],1608.9044856318721
[3443],[4133.8213],1592.2120638760653
[2908],[3979.9165],1582.921071733747
[5955],[3779.189],1593.322650039405
[5316],[3814.0544],1591.74718291184
[4586],[3929.4045],1575.8971536927304
[4010],[3995.9133],1549.866978963216
[4789],[4009.5532],1537.2371395924051
[3030],[4109.951],1529.8615594679309
[5525],[4053.148],1528.9407736157614
[4266],[4229.505],1505.6213102340698
[5238],[4330.402],1496.420953838642
[5199],[4529.6157],1483.8900951038706
[3986],[4749.9775],1473.1451315808652
[3612],[4791.5],1468.826820822323
[3187],[4730.759],1469.9127913765285
[3145],[4577.0537],1469.3719473702567
[3475],[4375.121],1461.3543297136334
[3151],[4196.147],1455.5736719767253
[5442],[3959.5771],1455.9414689573523
[4349],[3976.0066],1441.3070357039169
[4943],[3910.7031],1435.8535668945312
[3677],[3915.7156],1420.1017512271278
[4817],[3817.5034],1414.6393464323762
[2837],[3866.688],1409.7040726099258
[3333],[3728.8643],1396.8706572327433
[3568],[3639.855],1380.3079612731933
[3093],[3596.4072],1369.482026276765
[3496],[3514.5457],1353.0071924721321
[3351],[3464.322],1338.0712265566171
[2304],[3408.7214],1335.29325285412
[5369],[3239.2183],1344.6401762120863
[5413],[3372.72],1352.7290117130724
[4259],[3582.3389],1344.9581165532957
[4480],[3693.654],1338.6102509932084
[4205],[3853.6536],1327.5173991342608
[2874],[4008.27],1325.3702060275607
[5395],[3987.1956],1326.2760767674708
[5810],[4303.992],1328.2296825906506
[5166],[4687.6733],1319.0909404139366
[5160],[4965.387],1307.128406930477
[3185],[5227.8545],1314.8728920384458
[4174],[5086.7344],1310.6839491526287
[3892],[5107.0957],1309.6985033172923
[3822],[5015.6226],1308.5140549017458
[4023],[4851.512],1303.6655513879025
[3030],[4692.5293],1307.2541888427734
[5632],[4345.045],1307.053207548538
[5419],[4395.8457],1304.269884894876
[4688],[4376.7563],1294.6288535108845
[4954],[4258.798],1288.865135192871
[4550],[4247.55],1279.4707071940104
[3753],[4220.323],1271.808938656213
[4204],[4112.913],1260.7741533796363
[3422],[4116.784],1255.5335054750797
[3375],[4003.28],1249.778886427573
[2890],[3912.2832],1247.7107438520952
[2554],[3751.35],1247.2570443368172
[4628],[3546.5437],1245.7766805376325
[4795],[3617.4834],1245.1726090422774
[4972],[3664.2507],1245.7215270996094
[5028],[3738.893],1246.0987915039063
[3075],[3865.864],1242.174353763975
[5808],[3732.8552],1249.2937590770232
[5317],[4111.397],1248.9234986386057
[4457],[4375.534],1239.1129299131762
[4913],[4503.3403],1232.2008193969727
[4202],[4768.5776],1226.6998013583097
[2903],[4866.671],1232.7405480556802
[4080],[4694.5806],1227.714857147961
[3766],[4784.659],1226.0289242652154
[3259],[4697.8896],1227.7318100585937
[3215],[4482.4775],1228.0472523522756
[3724],[4250.7324],1222.5250883327694
[3031],[4088.516],1221.2359557151794
[5012],[3773.445],1221.3702113425086
[5272],[3804.6306],1223.2625126765324
[4556],[3803.427],1219.669462946535
[3447],[3712.5205],1212.4410617712772
[4590],[3524.7798],1211.334138110168
[2889],[3637.0227],1207.8765901024663
[3647],[3457.2178],1200.3351503725405
[3879],[3506.7004],1194.2466533885283
[3809],[3576.7305],1187.2249225699989
[3749],[3630.4927],1179.4805921471636
[4638],[3673.4944],1177.9340095794457
[3833],[3869.479],1169.780759538923
[4845],[3868.1196],1168.4126716776098
[4668],[4102.033],1164.1700950944928
[5114],[4247.737],1162.086829979103
[4171],[4497.311],1156.2828314039443
[4658],[4525.9653],1149.2190509664601
[2745],[4708.65],1154.7973444690442
[3692],[4430.2876],1151.963944830862
[4159],[4469.15],1146.2760121113545
[3443],[4517.6206],1145.795103341941
[3690],[4333.6206],1142.4472733561197
[4062],[4214.2344],1135.889572042503
[2864],[4142.351],1136.8268187673468
[5130],[3798.7805],1138.0973590526705
[5906],[3954.3809],1143.3799680239194
[4845],[4125.921],1140.642543079007
[4161],[4072.484],1133.8981428879958
[4909],[3998.4626],1132.4754627009106
[3226],[4176.2803],1131.3223285916486
[3768],[3995.238],1125.636263865345
[3607],[4052.6357],1121.3862606048583
[3524],[4043.5005],1117.647839658749
[3337],[4021.5771],1114.9745637870128
[2910],[3950.0564],1114.5149431287145
[2706],[3779.1597],1114.2627768167636
[5718],[3584.7266],1120.4385990027226
[5747],[3973.1643],1124.3747260771602
[5085],[4136.6787],1123.3205138794676
[4719],[4162.89],1119.9442600068592
[4936],[4209.5884],1117.615664510332
[2944],[4395.4707],1119.5795176786535
[3937],[4118.0103],1114.0908085337855
[3368],[4268.273],1112.8476814447447
[3842],[4197.733],1108.4712954835395
[3496],[4278.089],1106.5955344013785
[3057],[4190.962],1106.7519137137276
[3125],[3990.0635],1105.3786839571867
[5250],[3833.5842],1107.1359556381312
[4942],[4141.7207],1105.4120418248551
[4951],[4118.5977],1103.8868479808616
[4515],[4128.167],1099.9032155354819
[2475],[4071.545],1102.6470923660868
[3140],[3615.166],1099.1993941422347
[3777],[3598.838],1094.1664035150914
[3183],[3698.4717],1091.0213234942892
[3116],[3560.9624],1087.5291131096917
[3067],[3478.1135],1083.8924701649655
[2251],[3388.504],1084.1791623365432
[4972],[3118.227],1088.272746309321
[4550],[3537.2532],1087.8731382662656
[4005],[3522.8809],1084.6849593313116
[3298],[3427.243],1079.6826449888538
[4407],[3291.887],1079.8671782811482
[2451],[3549.244],1079.9623944376417
[3712],[3241.5957],1076.8203423883497
[3035],[3477.5977],1073.567918356871
[3057],[3411.8796],1069.9011414197028
[3344],[3437.8943],1064.946791905437
[2753],[3509.5828],1063.3893978234494
[2347],[3375.9827],1063.2164996736612
[5408],[3196.336],1068.9587374877929
[4245],[3769.6992],1066.0052153174556
[4793],[3654.6323],1066.3634453197517
[3362],[3804.9246],1063.2923178085553
[4898],[3586.0234],1064.5113582237093
[2625],[3960.4485],1065.833002751048
[3244],[3618.0605],1062.4748840332031
[3446],[3701.7805],1058.5778097991206
[2658],[3778.2568],1058.874343578632
[3422],[3635.8333],1054.8310847670268
[3755],[3719.8723],1049.9753542945498
[2770],[3767.533],1049.7268121366817
[5022],[3482.9312],1052.0350292853589
[4847],[3840.991],1051.81894479671
[4366],[3873.838],1049.203725939599
[3850],[3818.1484],1044.4718554119731
[4699],[3744.788],1044.053985313133
[3128],[3984.98],1043.19189312491
[4607],[3772.2388],1042.2357891677716
[2981],[4125.9575],1042.7048381648651
[4169],[3885.9426],1039.2518951416016
[4538],[4138.133],1036.3587516681102
[2729],[4329.7305],1038.9009666099205
[6458],[3956.5193],1045.459620180686
[4323],[4701.2],1042.4807834625244
[5339],[4487.121],1041.6336640082466
[3627],[4701.7793],1041.7803261005772
[4879],[4430.433],1039.1670510716376
[2657],[4638.7725],1043.3012853254352
[3802],[4201.541],1040.4901051084028
[3734],[4245.6533],1038.1908147397248
[2843],[4148.32],1039.3472173781622
[3261],[3871.848],1037.5002375635609
[3457],[3712.4148],1034.1436476809783
[2945],[3574.5757],1032.4147247575288
[5216],[3293.2634],1036.2033283639462
[4382],[3475.5916],1035.6533500542075
[4399],[3363.1868],1035.6540246633538
[3541],[3357.5977],1032.0731352477515
[4354],[3275.3193],1032.2681458285663
[3163],[3445.8076],1029.1453936258952
[3393],[3407.5876],1024.9356104427354
[3523],[3501.3184],1020.789932881505
[3719],[3615.29],1017.0159412274145
[4059],[3771.1628],1014.027503592069
[4039],[3933.0442],1010.3210885184152
[5672],[4036.6523],1012.8618469238281
[5234],[4439.5464],1011.977603062927
[4396],[4653.14],1008.9339036018617
[4219],[4662.3794],1006.6626003525822
[4805],[4702.995],1003.0439694824219
[3188],[4907.099],1005.8967788513913
[3271],[4647.47],1007.3673083592975
[3462],[4504.1333],1007.5047233491076
[3767],[4391.404],1005.9964520311731
[3475],[4307.2563],1005.3151182885264
[4104],[4078.3787],1001.488189458847
[3249],[3961.8384],1000.3650384450237
[5598],[3628.086],1004.1229803987252
[4565],[3829.596],1003.0854555814883
[4641],[3684.0974],1002.9078291672927
[4782],[3662.4163],1003.3548633093121
[4365],[3759.735],1001.8354359401092
[2951],[3833.1091],1001.3802028409428
[3732],[3671.3057],997.816998799642
[3840],[3834.7227],994.0715661390773
[3628],[3965.844],991.6045451917147
[3906],[4033.1558],988.3669092985575
[4267],[4122.8604],985.2168075789267
[3344],[4239.193],984.882146105004
[6204],[4077.6262],989.1098928946036
[5411],[4620.48],988.3770889338532
[5176],[4712.415],986.4477061103372
[5742],[4790.493],986.3197175749056
[4601],[5082.4116],984.4769872957772
[3431],[5027.169],986.7013216885654
[4511],[4752.5747],984.0015875774881
[3787],[4926.117],984.5615716927318
[3903],[4764.8047],984.1200001668587
[3880],[4693.5493],983.5086357089353
[4160],[4558.984],981.4210473196847
[3725],[4457.5513],980.5353897474839
[7341],[4202.6357],988.1872651661541
[6435],[4847.2363],990.3059097128286
[5873],[4912.364],990.2014390112648
[5599],[4934.01],989.0603470651727
[6889],[5026.705],992.113614809263
[4311],[5667.7456],993.3841095502369
[6773],[5327.204],994.9549838172065
[3277],[6148.6577],1001.4487648934229
[4429],[5408.559],1001.373283228381
[3495],[5513.0063],1004.8668676422224
[5099],[5172.235],1001.6763470793423
[2873],[5386.718],1006.8368980225442
[3340],[4648.6426],1007.8634479548656
[3708],[4319.0576],1006.5183434437897
[2897],[4040.3008],1006.9804462742161
[6260],[3579.5903],1012.6148880981034
[5528],[3923.3105],1014.6017154975225
[4795],[3816.145],1014.4821611997675
[4462],[3562.8665],1014.0976658121745
[2773],[3461.4253],1013.0156977960834
[3906],[3059.963],1012.462788562901
[3075],[3247.1716],1009.6895504186649
[3611],[3231.456],1007.6167030334473
[3262],[3410.7993],1004.8009083231941
[3549],[3543.5378],1001.535095414305
[2692],[3712.5068],1001.5968926147063
[5169],[3593.632],1003.4597855605089
[4268],[4116.282],1000.703338919334
[4519],[4089.108],998.8620123094128
[4111],[4158.203],995.802015887196
[4056],[4091.708],992.7247915023412
[2925],[4083.947],993.2558529399835
[3052],[3815.2378],992.5233113477185
[3561],[3739.3447],989.9386174277654
[3601],[3798.2524],987.4301168707352
[3364],[3857.2666],985.8712414281225
[3820],[3771.72],982.922841389974
[3054],[3798.288],982.1747700562671
[5791],[3571.5977],986.0411062240601
[5019],[4055.2146],985.9717738071334
[4759],[4054.2705],985.0983505722899
[4350],[4009.3823],983.1030543655065
[4197],[3961.505],980.7956224606361
[3146],[3986.8586],980.3650471379207
[3513],[3801.806],978.2437000859735
[3536],[3891.8704],976.3404177044509
[3645],[3965.2188],974.3400467663276
[3460],[4108.6626],973.3501457052027
[3854],[4106.6353],971.1661611845999
[2946],[4171.2085],971.933660685836
[5131],[3892.7834],972.7357175895967
[4943],[4267.9214],971.8418524114935
[4280],[4297.7227],968.9852081116088
[4217],[4093.4783],966.4614365307253
[3760],[3974.511],964.2234887622651
[3121],[3810.4265],963.4080674711957
[3318],[3577.1074],961.324337750497
[3384],[3553.4805],958.9885151280766
[3987],[3543.948],957.471054795209
[3540],[3755.5957],955.2954672536542
[4334],[3725.5496],954.2813005056995
[3105],[3893.2937],953.7973716446679
[5923],[3621.556],957.714949319529
[4384],[4229.215],955.3876165859941
[4916],[4076.2031],955.0535392981733
[4389],[4191.3984],952.870680575412
[4642],[4168.2856],951.4937945837262
[2667],[4330.137],953.5328874560687
[4206],[3901.3804],951.6788495744978
[3743],[4217.269],950.3187076753361
[3398],[4235.7007],949.9987701069225
[2723],[4222.3994],951.5551458688363
[3461],[3965.4058],950.292012015305
[2585],[4002.1099],951.606991878026
[5322],[3692.4429],953.511346195521
[4686],[4164.198],952.3020756398263
[3883],[4076.9612],950.1838049861972
[3984],[3775.817],948.1169506699925
[4265],[3605.872],947.3142033894857
[2744],[3584.3032],947.0177740799753
[3470],[3171.1692],945.2272023575082
[3367],[3197.9292],943.0890304523394
[3489],[3203.3496],941.2828803429237
[2956],[3355.7808],939.7993128946383
[3366],[3319.4019],937.3588725439187
[2757],[3391.8494],936.5345959572442
[7318],[3288.4783],944.939452295718
[3991],[4374.9536],943.4191654691205
[4225],[4061.8677],941.3102821143898
[4293],[3969.3105],939.6455359446071
[4484],[4011.7366],938.3891324279128
[3182],[4163.1675],938.503819688076
[3205],[3957.748],938.0071464987362
[3146],[3906.147],937.5328527018229
[3797],[3883.3755],935.2691363070874
[3386],[4185.043],934.9077936875725
[4206],[4134.357],932.6240245677807
[3633],[4244.018],931.7754600343729
[6029],[4109.71],934.3741826107628
[4397],[4543.0737],932.3051525526472
[5507],[4328.0605],932.9507920829413
[5170],[4430.258],932.4463309743697
[3472],[4457.9106],932.5855609575907
[3709],[4092.5735],931.1595555689428
[3325],[3964.179],930.4031291428007
[3005],[3892.1409],930.2913403572654
[3160],[3781.9937],929.4967586871275
[3019],[3856.4426],929.2601156749578
[5207],[3800.4126],930.4840317946214
[5095],[4305.012],930.1247063756294
[5843],[4538.915],931.0786866168587
[5846],[4713.318],931.5916724751014
[2700],[4816.155],934.5981778372363
[5682],[3926.3367],936.6768237922765
[4906],[4264.315],935.9318950922802
[3732],[4426.6523],935.3241380360024
[3924],[4222.351],933.7237032022907
[4689],[4310.424],932.3323560059818
[2650],[4671.8813],935.0562284851075
[4254],[4362.4316],932.9948205353315
[3128],[4560.11],934.2364002436548
[3649],[4213.5186],933.3189862348306
[3457],[4157.6494],932.7430714522258
[3239],[3976.802],932.2617354781539
[3016],[3649.6746],931.5262990866976
[5191],[3314.1726],933.8489061960131
[4754],[3623.8926],934.3299319697361
[4410],[3630.0793],933.95240317347
[4327],[3563.0645],933.5377279142054
[4303],[3471.5837],933.289257188783
[2971],[3522.672],932.3630019993458
[3143],[3284.9072],930.4490654970774
[3419],[3226.5867],928.6663704839882
[4584],[3373.0137],929.3466595385448
[5124],[3971.9207],929.8820746495173
[3228],[4581.7344],930.8985070244586
[5887],[4397.416],932.2350751520914
[5352],[4991.4478],930.8706769920476
[4225],[5372.463],931.3863727387928
[5630],[5113.882],930.3999874450249
[5434],[5363.1772],928.3630745693406
[3336],[5553.383],931.4104025549923
[4321],[4829.3213],930.4125508722269
[3634],[4554.752],930.3898200539982
[3072],[4188.8774],930.8275844233697
[3755],[3878.4688],928.9368143193336
[2716],[3848.0425],929.4113602682809
[5246],[3602.3826],931.0761762854659
[4483],[3966.2263],930.1126821118731
[4709],[4085.5884],929.40107872204
[5092],[4051.2036],929.6589382312916
[2670],[4153.366],930.9377079142158
[3871],[3719.767],929.1411530806722
[3610],[3653.723],927.1057088216146
[3636],[3733.5706],925.2031052615664
[3538],[3792.8926],923.6692138951212
[3687],[3887.401],922.0179163266534
[3260],[3929.9023],921.4436211727203
[7125],[3834.1619],926.8286087036133
[3183],[4514.015],927.7451314428766
[2474],[4251.926],929.6686170759244
[5194],[3678.3015],930.9914835979384
[5555],[3859.5232],932.7132973885751
[4469],[4290.0244],931.0195047785727
[4108],[4415.106],929.6205954786908
[2880],[4426.181],930.9999255835344
[5400],[4185.2505],931.6332951954433
[5066],[4557.1777],930.6916225237942
[4145],[4827.6543],930.1404284667968
[3940],[4738.142],929.8477492237303
[4766],[4589.5596],928.180918870774
[2426],[4605.259],930.9426801736255
[3682],[4129.574],929.8779919326042
[3603],[3836.2153],928.3468652075463
[3519],[3640.9846],926.5785269486277
[3263],[3478.5176],925.022594894309
[3415],[3283.005],923.2910938512811
[2625],[3115.0361],922.3471832607826
[4832],[2926.876],924.4836546524712
[3620],[2957.4749],923.9154149384406
[4265],[2930.364],924.8044205042191
[3556],[2954.6926],924.1057227775293
[3743],[3006.1812],923.7020872708025
[2717],[3118.1252],922.5782661027806
[3703],[3208.0269],921.6606585457602
[4801],[3404.2002],922.6780871242221
[5219],[3731.2424],923.8855219131862
[3791],[4093.3257],922.560234411439
[3921],[4194.128],921.1784635503242
[3135],[4310.6196],921.7186783387656
[3556],[4349.879],921.4478313640012
[3634],[4429.9326],921.182471503163
[3263],[4463.1206],921.7709485790398
[3384],[4368.8486],921.9037437037417
[4130],[4228.4795],920.1738608224051
[2669],[4133.844],921.3157274418157
[5110],[3805.5698],922.1172221036137
[3986],[3754.9485],920.6744961987457
[3903],[3596.6396],919.3946750640869
[3841],[3423.1477],918.3519674130636
[4275],[3330.688],918.405826426146
[2762],[3352.2546],917.7264243811061
[3201],[3266.8127],915.9662721492042
[3425],[3275.3445],914.3862499748309
[3528],[3354.8093],912.8611561967513
[2922],[3448.1152],912.0670167268913
[3461],[3429.6912],910.2621843932105
[2483],[3442.2356],910.3623345185887
[4419],[3366.354],910.6527093381297
[5140],[3446.542],912.247017481662
[4488],[3607.2761],912.1829460578236
[4112],[3633.679],911.3029016336128
[5013],[3620.072],912.277851181957
[3323],[3808.0388],911.4147420247396
[3672],[3811.997],909.8594644608036
[3197],[3919.341],909.4821638571665
[3435],[4007.464],908.8054207797989
[3225],[4139.2764],908.8163846002552
[3276],[4197.7134],908.8421785888672
[2587],[4184.738],910.217219735334
[5193],[4013.4482],910.7537427195515
[4813],[4189.9604],910.1817463141075
[4143],[4196.8433],908.4826620192755
[4427],[3992.6714],907.5437431108834
[4105],[3870.703],906.213216186041
[2881],[3780.1624],906.1993091590776
[3871],[3565.5845],905.0166639192837
[3547],[3612.6318],903.3675778132291
[3699],[3654.599],901.6833293839996
[3742],[3727.8037],899.9465641387521
[3529],[3771.7747],898.6630252599716
[3148],[3743.3667],898.0718043515092
[6371],[3655.268],901.6081081048987
[5180],[4063.8423],902.0247092830325
[4466],[4166.3955],900.8572282421496
[4750],[4078.6367],900.4133327934221
[3110],[4140.8765],900.6651921217045
[4043],[3983.8486],899.0437782008294
[3573],[4134.4414],898.3945428701547
[3625],[4237.2334],897.8452892340076
[3407],[4319.],897.8724055381571
[2710],[4368.765],899.327267356858
[5141],[4209.7603],899.3881690338368
[4519],[4478.9507],897.7513331240699
[4329],[4475.8726],896.32380693675
[4069],[4276.8877],895.0174765541612
[4164],[4066.0293],893.5079182711514
[2824],[3928.0361],893.9058922116833
[3861],[3613.2627],892.6867061974867
[3579],[3605.4397],891.05535589818
[3233],[3593.6448],890.0583435288049
[3307],[3547.4792],888.8396210232103
[3518],[3504.603],887.200215314658
[2993],[3497.2485],886.4844177816516
[5495],[3383.7754],888.769380825669
[3943],[3667.959],887.6264974640291
[4456],[3585.7935],887.5941183664542
[5262],[3562.8743],889.099742882327
[3789],[3746.8687],887.5312828911675
[5316],[3670.768],888.9318386225956
[4145],[3962.8062],887.6278939898164
[3618],[4083.765],886.8509823850067
[3981],[4105.3223],885.4492751850802
[4584],[4327.26],884.2956806147864
[3233],[4638.461],885.2501957372868
[3648],[4598.7593],885.3699563983589
[4107],[4618.6797],884.6880398492743
[4723],[4692.0312],883.1329956054688
[4027],[4837.129],883.0002608975498
[3012],[4691.9917],884.446706339149
[5347],[4293.3296],884.7532710199771
[4091],[4404.8203],883.7208425235576
[3923],[4292.259],882.7922106581044
[4383],[4046.7644],881.8074239644918
[5348],[3964.0386],882.7105786440184
[3048],[4100.263],883.0149818845026
[4289],[3837.8728],882.2409894389491
[3679],[3772.1533],880.8293835907801
[3132],[3732.2402],880.3283315386091
[3418],[3652.4504],879.1770340482607
[2893],[3619.9004],878.9060791667246
[4641],[3557.1807],879.2700458750209
[4753],[3722.619],879.537973282185
[4798],[3941.366],879.4974353351424
[4987],[3994.328],879.6973906068836
[3074],[4068.1267],879.8992059832107
[3777],[3830.9204],878.4450179623885
[4137],[3729.251],877.6177842286014
[3442],[3855.9949],876.8044107002124
[3437],[3881.3042],876.0469672475303
[3417],[3916.0085],875.3878091665415
[2822],[3956.6785],875.8403234032436
[5512],[3885.9075],877.1473829953928
[4691],[4190.5933],876.4921818741508
[4253],[4317.6426],875.0827207565308
[3358],[4207.9185],875.0391085143725
[4706],[3965.4756],874.8063841295077
[2797],[3992.4866],875.360235922489
[3669],[3813.0366],874.0993331383014
[3321],[3751.9092],873.3365273664413
[3342],[3746.7415],872.5313811941245
[3256],[3764.9905],871.9078118927891
[3105],[3731.7275],871.4879826584908
[3071],[3643.592],870.9770494249132
[5385],[3522.051],872.6698342801768
[5832],[3719.0723],874.7827097488222
[4288],[3963.3303],873.8471433678452
[3640],[3840.2185],872.7034614705473
[3855],[3574.9521],871.6989604368048
[2680],[3505.238],871.6203463533404
[4166],[3397.7668],871.445705826218
[3115],[3621.9248],870.8309994162033
[3371],[3744.623],869.9939489910498
[3210],[3865.5093],869.6334705513065
[3609],[3938.42],868.7270719797019
[2753],[3977.5002],869.3230069414456
[4750],[3820.529],869.4235887814525
[4567],[3958.4863],868.9880129602398
[4256],[4024.4932],867.9255443318685
[4176],[3933.5793],866.884770804356
[4154],[3791.0632],866.0476478754088
[3150],[3712.8914],865.5449011250713
[4288],[3519.867],865.383623236852
[3638],[3634.4128],863.9591662698541
[3164],[3689.5417],863.4007216853278
[3764],[3681.0088],862.1150388010644
[4034],[3794.6528],861.090749539827
[3066],[3950.7588],861.1296133157264
[6097],[3860.0671],863.3850284764025
[4748],[4288.7144],862.7236546892582
[4785],[4383.1523],861.9705893323312
[4504],[4355.341],860.8069491860917
[5009],[4292.0146],860.5727120564115
